,Unit,Turn,B4,B2
0,Would you be willing to donate some or all of your income to a children's charity called Save the Children?,0,0,20180903-105659_349_live
1,"Good Afternoon, Yes I would be willing to docate some of my income, although what does this do for the children?  ",0,1,20180903-105659_349_live
2,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",1,0,20180903-105659_349_live
3,What countries?  Do they help children in the United States?  Guess I need more details how they help?  and where is the non=profit based?  In the US?,1,1,20180903-105659_349_live
4,"Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc. ",2,0,20180903-105659_349_live
5,Do you know what percent goes to the children?  Dislike when CEO's of non-profit are paid high incomes,2,1,20180903-105659_349_live
6,I am a volunteer I believe 100% goes to the charity.,3,0,20180903-105659_349_live
7,"What do you do ?  awesome if that's true, 100% really goes right to the children?",3,1,20180903-105659_349_live
8,"There is a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",4,0,20180903-105659_349_live
9,"That is horrible, how do they help, with food? clothes? housing? in war zones?",4,1,20180903-105659_349_live
10,"Your donation is essential to help ensuring children's rights to health, education, safety, etc.",5,0,20180903-105659_349_live
11,"I'm willing to donate some, just want to make sure, it really goes to the children, not Admin costs, or even the parents of the children.  Dislike like it when non=profits make vacation trips visiting children in other countries",5,1,20180903-105659_349_live
12,How much do you like to donate to the charity now? ,6,0,20180903-105659_349_live
13,"Still thinking, do you know if the admin visits the children and reports with updates?",6,1,20180903-105659_349_live
14,We have volunteer groups already in place in these areas. I don't believe admin goes to the war torn coutries it is mostly missionaries.,7,0,20180903-105659_349_live
15,"Great, it is a Christian based non-porfit then?  Do the missionaries help with getting aid to the children?  What age is considered for help",7,1,20180903-105659_349_live
16,"  If you really look, you can see the future in every child. Through the power of child sponsorship, you can help a child in need realize her dreams ¡ª transforming her life and the future we all share. Sponsor a child today!",8,0,20180903-105659_349_live
17,"The sounds, awesome, to I get a photo, and address to communicate with the child?  I see this advertised all the time on TV?",8,1,20180903-105659_349_live
18,"Yes, and you can get more information by visiting  URL ",9,0,20180903-105659_349_live
19,"Okay thanks, I believe in donating by what the Bible ways, the te percent rule, I'll dontate .20 cents.  Thanks for your time ",9,1,20180903-105659_349_live
20,Thank you for your donation many blessings to you and yours.,10,0,20180903-105659_349_live
21,"U r welcome, the ten percent rule .. .20 cents, blessing to u as well.  ",10,1,20180903-105659_349_live
0,Hello there! How is your labor day going?,0,0,20180903-104045_943_live
1,"Not, bad enjoying the day off. Yourself? ",0,1,20180903-104045_943_live
2,I am enjoying the day off as well,1,0,20180903-104045_943_live
3,Seen any good movies lately?,1,1,20180903-104045_943_live
4,I rewatched Deadpool 2. I always like to watch it at home and see what little things I missed in the theater. How about you,2,0,20180903-104045_943_live
5,The last thing I saw at the Theater was antman and the wasp. I thought it was pretty good.,2,1,20180903-104045_943_live
6,Oh it was? I did not know how that would be. I enjoy Paul Rudd though,3,0,20180903-104045_943_live
7,"I feel like it's a cleanser after infinity war, makes you laugh after infinity war scarred you for life. My girlfriend still hates Thanos.",3,1,20180903-104045_943_live
8,lol well I am glad you liked it,4,0,20180903-104045_943_live
9,"So, going out for any barbecuing for the holiday today?",4,1,20180903-104045_943_live
10,I am. I am headed over to my Dads later. How bout you,5,0,20180903-104045_943_live
11,"It's been storming pretty much all day toady, so we're staying inside.",5,1,20180903-104045_943_live
12,Nothing wrong with that! ,6,0,20180903-104045_943_live
13,"It has cooled everything down though, it's been quite hot for the past few days.",6,1,20180903-104045_943_live
14,Good thing we have lots of ways to cool ourselves off,7,0,20180903-104045_943_live
15,True that. I can't imagine how people lived before air conditioning.,7,1,20180903-104045_943_live
16,Yeah. Especially being a kid in another country where basic needs are not met,8,0,20180903-104045_943_live
17,Very true here I am complaining about the heat in Michigan of all places.,8,1,20180903-104045_943_live
18,lol. Have you ever helped with a donation to non profits that help children in need,9,0,20180903-104045_943_live
19,I once raised money for the Christian children's fund. I think they go by save the children now.,9,1,20180903-104045_943_live
20,Oh that is a wonderful organization to donate to,10,0,20180903-104045_943_live
0,"How would you like to donate to Save the Children, a wonderful charity that helps children with health, education and your donation can make a big difference!",0,0,20180903-103906_732_live
1,That sounds interesting but can you tell me more?,0,1,20180903-103906_732_live
2,"Often children have a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",1,0,20180903-103906_732_live
3,Where is the charity headquartered?,1,1,20180903-103906_732_live
4,"501 Kings Highway East, Suite 400 Fairfield, CT 06825, if that helps.",2,0,20180903-103906_732_live
5,Please forgive me for the questions but I have to ask as I have been scammed by so called charities before.  How many children do you help?,2,1,20180903-103906_732_live
6,"I completely understand and it is hard to know in today's world, we have helped 155 million children to this day!",3,0,20180903-103906_732_live
7,That sounds like a lot! Wow!  Last year I got victimized by a Nigerian scam helping a so-called Nigerian Prince's legal fund who had been imprisoned and persecuted for being homosexual.,3,1,20180903-103906_732_live
8, 77 cents of your dollar goes to the children will the rest goes to operation costs. So how much would you like to donate?,4,0,20180903-103906_732_live
9,How much are you looking for?,4,1,20180903-103906_732_live
